fec_committee_id	display_name	industry	current_tags	audited_sector	usd
C00586859	MORTGAGE GUARANTY INSURANCE CORPORATION POLITICAL ACTION COMMITTEE ('MGIC-PAC')	finance	finance+real_estate	mortgage_finance	328500
C00142158	REWORLD WASTE, LLC POLITICAL ACTION COMMITTEE (REWORLD WASTE PAC)	NONE	real_estate+retail	other_services	328400
C00764886	LASTING INVESTMENTS STRENGTHENING AMERICA PAC	NONE	finance+lobby	leadership_or_party_pac	327400
C00697375	MILLIKEN & COMPANY PAC	manufacturing	real_estate+retail	industrial_manufacturing	325500
C00381954	ATMOS ENERGY CORPORATION PAC	utilities	oil_gas	gas_utility	325400
C00691162	HOOSIER PAC	NONE	lobby	unknown_abstract_pac	324500
C00566059	REMEDY PAC	NONE	lobby+pharma	unknown_abstract_pac	323580
C00041608	POTLATCHDELTIC CORPORATION POLITICAL ACTION COMMITTEE (POTLATCHDELTIC PAC)	agriculture	real_estate	agriculture_producer	323250
C00303883	CASE NEW HOLLAND INDUSTRIAL INC. EXCELLENCE IN GOVERNMENT FUND (CNH INDUSTRIAL EXCELLENCE IN GOVERNMENT FUND)	manufacturing	agriculture+legal	industrial_manufacturing	322500
C00228296	THE ASCAP LEGISLATIVE FUND FOR THE ARTS	media	labor+legal	media_entertainment	322000
C00139519	MOTION PICTURE ASSOCIATION INC POLITICAL ACTION COMMITTEE (MPAAMERICA PAC)	media	retail+tech	media_entertainment	319500
C00845099	SEND IN THE SEAL PAC	NONE	defense	unknown_abstract_pac	318200
C00772434	PAC FOR AMERICA	NONE	lobby	unknown_abstract_pac	317500
C00547356	INLAND EMPIRE STRIKES PAC; THE	NONE	labor	unknown_abstract_pac	316400
C00552539	MAKE IT WORK PAC	NONE	lobby	unknown_abstract_pac	316000
C00765982	STAND FOR AMERICA PAC	NONE	lobby	leadership_or_party_pac	314300
C00886036	ALPHA KAPPA ALPHA SORORITY PAC, INC. (AKA AKA 1908 PAC)	NONE	labor	nonprofit_other	311565
C00321158	SALEM MEDIA GROUP POLITICAL ACTION COMMITTEE, INC.	media	retail	media_entertainment	311200
C00774588	MISSION FIRST PEOPLE ALWAYS PAC	NONE	lobby	unknown_abstract_pac	307864
C00531632	DEFENSE, ECONOMIC RENEWAL, EDUCATION AND KNOWLEDGE PAC	NONE	defense	leadership_or_party_pac	305000
C00349233	NEW MILLENNIUM PAC	NONE	lobby	unknown_abstract_pac	305000
C00085910	FERT PAC (THE POLITICAL ACTION COMMITTEE OF THE FERTILIZER INSTITUTE)	manufacturing	agriculture	chemicals	303500
C00311142	TROUTMAN PEPPER HAMILTON SANDERS LLP POLITICAL ACTION COMMITTEE, INC.	legal	legal+lobby	law_firm	300900
C00563072	COEUR MINING, INC. PAC	mining	agriculture+oil_gas	hardrock_mining	299500
C00119354	TENET HEALTHCARE CORPORATION POLITICAL ACTION COMMITTEE	health	lobby+pharma	health_provider	299400
C00747766	TRUTH TO POWER	lobby	finance+lobby	ideological_advocacy	298800
C00540906	CHERPAC	NONE	lobby	unknown_abstract_pac	298500
C00564690	CAPA21- FEDERAL	NONE	agriculture+lobby	unknown_abstract_pac	297300
C00659060	PCG (PERFORMANCE CONTACTING GROUP) EMPLOYEE OWNERS PAC	real_estate	defense+lobby	construction_contractor	297000
C00509356	CERRIS INC. POLITICAL ACTION COMMITTEE (FORMERLY KNOW AS MMC CORP PAC)	real_estate	lobby	construction_contractor	297000
C00420000	NATIONAL ASSOCIATION OF LANDSCAPE PROFESSIONALS INC. PAC	NONE	agriculture	other_services	295300
C00564260	CLEAN PAC	NONE	lobby	unknown_abstract_pac	294704
C00489302	SUNRUN INC POLITICAL ACTION COMMITTEE (SUNRUN PAC)	utilities	tech	renewables	293500
C00251447	I.P.H.F.H.A. POLITICAL ACTION COMMITTEE	NONE	legal+pharma	unknown_abstract_pac	290000
C00442905	GARNEY HOLDING CO. PAC	real_estate	lobby+real_estate	construction_contractor	290000
C00405050	BRINGING EVERYONE TOGETHER THROUGH ADVOCACY	NONE	lobby	unknown_abstract_pac	289559
C00366559	NRG ENERGY INC POLITICAL ACTION COMMITTEE	utilities	oil_gas	electric_utility	289500
C00789164	FOOD SOLUTIONS ACTION PAC (FSA PAC)	retail	agriculture+retail	restaurant_foodservice	288430
C00084475	3M COMPANY PAC	manufacturing	tech	industrial_manufacturing	287418
C00485540	LEADERSHIP FOR AMERICA TODAY TOMORROW AND ALWAYS PAC	NONE	lobby	leadership_or_party_pac	287000
C00238204	PAKISTANI AMERICAN PUBLIC AFFAIRS COMMITTEE PAK-PAC	lobby	legal+lobby	single_issue_advocacy	284300
C00459008	BROOKDALE SENIOR LIVING PAC	health	real_estate	health_provider	283000
C00109819	COALPAC, A POLITICAL ACTION COMMITTEE OF THE NATIONAL MINING ASSOCIATION	mining	oil_gas	coal_mining	280150
C00413567	NATIONAL ASSOCIATION OF FARM SERVICE AGENCY COUNTY OFFICE EMPLOYEES INC PPC AKA NASCOE PAC	NONE	agriculture	professional_assoc_other	279500
C00818740	CALL TO SERVICE PAC	NONE	lobby	unknown_abstract_pac	279500
C00087874	CONAGRA BRANDS, INC. GOOD GOVERNMENT ASSOCIATION	retail	agriculture	food_beverage_manufacturer	279000
C00629576	BUILD OUR MOVEMENT PAC	NONE	lobby	unknown_abstract_pac	278900
C00724229	VICTORY EAST	NONE	lobby	unknown_abstract_pac	278900
C00401786	FREEDOM'S DEFENSE FUND	lobby	defense	ideological_advocacy	278750
C00625772	DEMOCRATIC WOMEN OF THE SOUTH ORANGE COUNTY	NONE	lobby	leadership_or_party_pac	278600
C00570606	ALUMINUM ASSOCIATION POLITICAL ACTION COMMITTEE 'ALUMINUM PAC'	manufacturing	defense	steel_metals	278500
C00320101	FREEPORT-MCMORAN INC. CITIZENSHIP COMMITTEE	mining	oil_gas	hardrock_mining	276000
C00635219	DELIVERING AMERICAN VALUES IN DC PAC	NONE	lobby	leadership_or_party_pac	276000
C00786368	31 DAYS PAC	NONE	lobby	unknown_abstract_pac	275900
C00197160	TEXANS FOR LAMAR SMITH	NONE	legal+lobby	leadership_or_party_pac	275500
C00287714	CARNIVAL/PRINCESS HOLLAND AMERICA LINE INC. PAC (HALPAC)	retail	transportation	hospitality_travel	274500
C00896688	JOBS OPPORTUNITY NOW POLITICAL ACTION COMMITTEE	NONE	lobby	leadership_or_party_pac	274500
C00892901	INNOVATION FOR GOOD PAC	NONE	tech	unknown_abstract_pac	274000
C00343707	MAXIMUS INC POLITICAL ACTION COMMITTEE (MAXPAC)	NONE	defense+tech	other_services	274000
C00111880	CEMEX INC. EMPLOYEES PAC	manufacturing	real_estate	industrial_manufacturing	272900
C00806893	JANE FONDA CLIMATE PAC	lobby	lobby+oil_gas	single_issue_advocacy	272900
C00576215	CHARTER SCHOOLS ACTION PAC	NONE	legal	education	272550
C00685115	GROWING OUR OWN DYNAMIC ECONOMY NOW	NONE	lobby	leadership_or_party_pac	272400
C00716423	THE NEXT 50 PAC	NONE	lobby	unknown_abstract_pac	272000
C00630632	ELISE VICTORY FUND	NONE	lobby	leadership_or_party_pac	271513
C00641142	AMERICANS FOR LEGISLATING EXCELLENCE PAC	NONE	lobby	unknown_abstract_pac	270950
C00145623	AMERICAN STAFFING ASSOCIATION STAFFING PAC	NONE	labor+lobby	other_services	270800
C00724443	SUNFLOWER SEEDS PAC	NONE	agriculture	unknown_abstract_pac	270000
C00742346	GET AMERICA RIGHT: COMMUNITY IN ACTION	lobby	labor	ideological_advocacy	269100
C00778308	SOUTHERN STATES PAC	NONE	agriculture+lobby	unknown_abstract_pac	269000
C00114702	OCEAN SPRAY CRANBERRIES INC. POLITICAL ACTION COMMITTEE	retail	agriculture	food_beverage_manufacturer	269000
C00767640	RANGER PAC	NONE	agriculture+lobby	unknown_abstract_pac	269000
C00859538	ALSOPAC	NONE	lobby	unknown_abstract_pac	267500
C00694471	AMERICAN MOSAIC PAC	NONE	lobby	unknown_abstract_pac	263400
C00002790	OLIN CORPORATION GOOD GOVERNMENT FUND (OLIN WINCHESTER GOOD GOVERNMENT FUND)	manufacturing	defense	chemicals	262500
C00446948	ENGINEERING AND SOFTWARE SYSTEMS SOLUTIONS, INC. PAC	defense	defense+tech	defense_contractor	261000
C00740704	CARRIER GLOBAL CORPORATION POLITICAL ACTION COMMITTEE	manufacturing	defense+tech	industrial_manufacturing	261000
C00459800	PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT FEDERAL PAC (PECG FED-PAC)	labor	labor+legal	labor_union	260800
C00740605	THE GUIDEHOUSE INC. POLITICAL ACTION COMMITTEE (GUIDEHOUSE PAC)	legal	defense	accounting_consulting	260000
C00435735	TELEVISAUNIVISION, INC. EMPLOYEE POLITICAL ACTION COMMITTEE	media	tech	media_entertainment	259750
C00439646	DEMOCRATS OF ORANGE COUNTY POLITICAL ACTION COMMITTEE (DEMOC PAC)	NONE	lobby	leadership_or_party_pac	259000
C00459925	CHARTER OAK PAC	NONE	lobby	unknown_abstract_pac	258500
C00821744	ENACT HOLDINGS, INC. POLITICAL ACTION COMMITTEE (ENACT PAC)	finance	finance+real_estate	mortgage_finance	258000
C00727784	SERVICE FIRST PAC	NONE	defense+lobby	unknown_abstract_pac	257200
C00570101	VIBE PAC (VICTORY BY INVESTING BUILDING EMPOWERING)	NONE	lobby	unknown_abstract_pac	257000
C00561779	AMERICAN INNOVATION POLITICAL ACTION COMMITTEE (AMI PAC)	NONE	tech	unknown_abstract_pac	256500
C00345058	COMMON SENSE COMMON SOLUTIONS POLITICAL ACTION COMMITTEE	NONE	finance+lobby	unknown_abstract_pac	255900
C00577288	DECIDING CRITICAL RACES PAC (DCR PAC)	NONE	lobby	unknown_abstract_pac	255300
C00542431	JOHN BOLTON PAC	NONE	defense+lobby	leadership_or_party_pac	255000
C00571216	DEFENDING AMERICAN VALUES EVERYWHERE PAC	NONE	lobby	leadership_or_party_pac	254800
C00213066	CAREER EDUCATION COLLEGES AND UNIVERSITIES POLITICAL ACTION COMMITTEE	NONE	lobby	education	254062
C00010793	THE LOOSE GROUP	NONE	lobby	unknown_abstract_pac	253000
C00484592	CLEAN FUELS ALLIANCE AMERICA POLITICAL ACTION COMMITTEE	utilities	oil_gas	renewables	252500
C00343947	NEXT CENTURY FUND	NONE	lobby	unknown_abstract_pac	250000
C00789602	SYLVAMO CORPORATION PAC	manufacturing	agriculture+defense	industrial_manufacturing	250000
C00851998	PENNSYLVANIA HONOR	NONE	lobby	unknown_abstract_pac	249800
C00699439	ZILLOW GROUP, INC. POLITICAL ACTION COMMITTEE (ZG PAC)	tech	real_estate	software_internet	248000
C00425686	AMERICAN CONCRETE PIPE ASSOCIATION PAC	manufacturing	real_estate	industrial_manufacturing	247000
C00756551	AMERICAN GRIT PAC	NONE	lobby	unknown_abstract_pac	245500
C00430579	BRAVE PAC	NONE	lobby	unknown_abstract_pac	245000
C00335257	HEALTH & FITNESS ASSOCIATION PAC (FITPAC)	NONE	lobby+pharma+retail	other_services	244000
C00827881	CIRCLE THE WAGONS PAC	NONE	lobby	unknown_abstract_pac	243600
C00041061	AMERICAN PILOTS' ASSOCIATION POLITICAL ACTION COMMITTEE	transportation	labor+transportation	maritime_shipping	243500
C00484402	COUNTRY ROADS PAC	NONE	lobby	unknown_abstract_pac	243500
C00119776	GEORGIA POWER COMPANY FEDERAL PAC	utilities	defense+oil_gas	electric_utility	243500
C00654186	SOCK IT TO 'EM PAC	NONE	labor+lobby	unknown_abstract_pac	242900
C00325357	PIONEER POLITICAL ACTION COMMITTEE	NONE	legal+lobby	unknown_abstract_pac	242691
C00388777	SAMMONS ENTERPRISES INC. POLITICAL ACTION COMMITTEE	finance	finance+lobby	insurance	242500
C00213819	DELTA DENTAL PLANS ASSOCIATION PAC	health	pharma+transportation	health_insurer	240500
C00438358	AMSTED INDUSTRIES INCORPORATED PAC	manufacturing	transportation	industrial_manufacturing	238500
C00757344	MAKING A DIFFERENCE PAC	NONE	lobby	unknown_abstract_pac	238400
C00163253	MDU RESOURCES GROUP GOOD GOVERNMENT FUND	utilities	oil_gas	gas_utility	238200
C00638130	COWBOY PAC	NONE	lobby	unknown_abstract_pac	236800
C00635557	DO RIGHT BAYOU PAC	NONE	lobby+oil_gas	unknown_abstract_pac	236800
C00811786	DEMOCRACY DEFENSE FUND	lobby	defense+lobby	ideological_advocacy	235500
C00761957	IN OUR HANDS	NONE	lobby	unknown_abstract_pac	235500
C00819102	DREAMAKERS PAC	NONE	lobby	unknown_abstract_pac	235100
C00459123	NEW PIONEERS PAC	NONE	lobby	unknown_abstract_pac	234250
C00110478	PEABODY ENERGY CORPORATION POLITICAL ACTION COMMITTEE  (PEABODY PAC)	mining	oil_gas	coal_mining	232550
C00307991	RIPPLE OF HOPE PAC	NONE	lobby	unknown_abstract_pac	229890
C00542621	MAPLE PAC	NONE	lobby	unknown_abstract_pac	229500
C00636837	STAR PAC	NONE	lobby	unknown_abstract_pac	229000
C00048702	NATIONAL GRID USA POLITICAL ACTION COMMITTEE	utilities	oil_gas	electric_utility	228000
C00582726	JUMP INTO ACTION FOR CONSERVATIVES TO KEEP OUR IDEAS ELEVATED PAC	NONE	lobby	leadership_or_party_pac	227500
C00571943	FOSTERING PROGRESS PAC	NONE	labor+tech	unknown_abstract_pac	227100
C00820100	HELPING EXCEPTIONAL LEADERS ORGANIZE PAC (HELO PAC)	NONE	lobby	unknown_abstract_pac	226100
C00779827	MAX MILLER VICTORY	NONE	lobby	leadership_or_party_pac	225136
C00498931	COMMONWEALTH PAC	NONE	lobby	unknown_abstract_pac	225000
C00304634	MINEPAC, A POLITICAL ACTION COMMITTEE OF THE NATIONAL MINING ASSOCIATION	mining	oil_gas	coal_mining	224950
C00435024	CENTER FOR SPORTFISHING POLICY POLITICAL ACTION COMMITTEE AKA CENTER PAC	lobby	agriculture+lobby	single_issue_advocacy	223750
C00253187	BUFFALO RIVER POLITICAL ACTION COMMITTEE	NONE	lobby+real_estate	unknown_abstract_pac	222532
C00330233	ALLIANCE COAL, LLC PAC	mining	oil_gas	coal_mining	222000
C00525238	IMPACT COMMITTEE	NONE	lobby	unknown_abstract_pac	221746
C00491654	CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC	lobby	defense+lobby	ideological_advocacy	221490
C00721233	BEAT THE ODDS PAC	NONE	lobby	unknown_abstract_pac	221100
C00743344	VILLAGEMD PAC	health	pharma+tech	health_provider	221000
C00211524	TEXAS AND SOUTHWESTERN CATTLE RAISERS ASSOCIATION PAC	agriculture	agriculture+transportation	agriculture_trade_assoc	220100
C00708172	PA-FIRST PAC	NONE	lobby	unknown_abstract_pac	220000
C00525030	TOGETHER EVERYONE REALIZES REAL IMPACT AKA TERRI PAC	NONE	lobby	leadership_or_party_pac	220000
C00034298	PPG INDUSTRIES INC. PAC	manufacturing	tech	chemicals	220000
C00485979	COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION POLITICAL ACTION COMMITTEE (COGNIZANT PAC)	tech	lobby+tech	software_internet	218500
C00101592	PUGET SOUND ENERGY INC. PAC FOR GOOD GOVERNMENT	utilities	oil_gas	electric_utility	218498
C00849323	INDEPENDENT PILOTS ASSOCIATION POLITICAL ACTION COMMITTEE (IPAC)	labor	transportation	labor_union	218134
C00143867	EQUIFAX INC. POLITICAL ACTION COMMITTEE	finance	tech	fintech_payments	218000
C00099267	TEXAS DEMOCRATIC PARTY	NONE	lobby	leadership_or_party_pac	214691
C00828996	HEALTHEQUITY, INC PURPLE POLITICAL ACTION COMMITTEE (HEALTHEQUITY PURPLE POLITICAL ACTION COMMITTEE)	finance	pharma+tech	fintech_payments	214050
C00325076	CAMPAIGN FOR WORKING FAMILIES	lobby	labor+lobby	ideological_advocacy	212500
C00571182	GETTING STUFF DONE PAC (GSD-PAC)	NONE	labor+lobby	unknown_abstract_pac	212500
C00545236	NEW VOICE PAC	NONE	lobby	unknown_abstract_pac	209500
C00523233	EDF RENEWABLES, INC. PAC	utilities	oil_gas	renewables	209000
C00691147	ROUGHRIDER PAC	NONE	defense+lobby	unknown_abstract_pac	208800
C00816108	HISPANIC LEADERSHIP TRUST PARTNERSHIP	lobby	legal+lobby	ideological_advocacy	207300
C00829408	PAC IN THE SADDLE	NONE	lobby	unknown_abstract_pac	206800
C00652883	ALTERMAN MANAGEMENT GROUP, INC. PAC	NONE	lobby+real_estate	other_services	206000
C00603134	VISIONARY PAC	NONE	lobby	unknown_abstract_pac	205300
C00762369	SUMMITT PAC	NONE	lobby	unknown_abstract_pac	204600
C00692640	FIGHTING FOR MISSOURI PAC	NONE	lobby	unknown_abstract_pac	204400
C00409110	GREEN MOUNTAIN PAC	NONE	lobby	unknown_abstract_pac	203500
C00450866	CONCORDIA POLITICAL ACTION COMMITTEE, INC.	NONE	lobby+pharma	unknown_abstract_pac	203000
C00385534	LEGPAC	NONE	legal	unknown_abstract_pac	202500
C00208322	MANAGEMENT AND TRAINING CORPORATION POLITICAL ACTION COMMITTEE	NONE	defense+legal	other_services	201500
C00819425	OLD BREED PAC	NONE	defense+lobby	unknown_abstract_pac	201299
C00669929	COMMON GOOD PAC	NONE	lobby	unknown_abstract_pac	193800
C00498360	TRUTH IS MARKETS WORK FUND	lobby	finance+lobby	ideological_advocacy	193000
C00590356	BUILDING AND RESTORING THE AMERICAN DREAM FUND	NONE	lobby	unknown_abstract_pac	192900
C00809012	FROGMAN PAC	NONE	lobby	unknown_abstract_pac	192400
C00076737	SOUTHWEST GAS CORPORATION POLITICAL ACTION COMMITTEE	utilities	oil_gas+transportation	gas_utility	192000
C00686832	WAY TO LEAD PAC	NONE	lobby	unknown_abstract_pac	190347
C00571802	SENSIBLE AMERICAN SOLUTIONS SUPPORTING EVERYONE PAC	NONE	lobby	leadership_or_party_pac	190000
C00571042	MOTORSPORTS ACCEPTANCE CORPORATION POLITICAL ACTION COMMITTEE (SPEED PAC)	finance	finance+transportation	consumer_lending	189000
C00490235	AMERICA'S FUTURE, TOGETHER	NONE	lobby	unknown_abstract_pac	189000
C00406553	PROGRESSIVE VOTERS OF AMERICA	lobby	labor+lobby	ideological_advocacy	188000
C00842583	AFFORDABLE HOUSING TAX CREDIT COALITION POLITICAL ACTION COMMITTEE (AFFORDABLE HOUSING PAC	real_estate	finance+real_estate	real_estate	187000
C00764290	BLOOM ENERGY CORPORATION PAC (BE PAC)	utilities	lobby+tech	renewables	186600
C00720920	EMPLOYEES OF QUANTA SERVICES, INC.	real_estate	transportation	engineering_construction	186400
C00466870	LEADERSHIP FOR ENTERPRISE AND OPPORTUNITY PAC	NONE	lobby	unknown_abstract_pac	183000
C00545137	LEADERSHIP OPPORTUNITY INNOVATION SERVICE PAC	NONE	lobby	leadership_or_party_pac	182500
C00432096	KEYSTONE ALLIANCE POLITICAL ACTION COMMITTEE	NONE	lobby	unknown_abstract_pac	182400
C00502096	MICHIGAN'S FUTURE PAC	NONE	lobby	unknown_abstract_pac	181100
C00822601	MISSOURI SCHMITT VICTORY COMMITTEE 2022	NONE	lobby	leadership_or_party_pac	181000
C00248948	PEOPLE HELPING PEOPLE	NONE	lobby	unknown_abstract_pac	181000
C00486720	SEA CHANGE PAC	NONE	lobby	unknown_abstract_pac	179350
C00432393	CRUISE LINES INTERNATIONAL ASSOCIATION PAC (CLIA PAC)	retail	transportation	hospitality_travel	178500
C00688549	DAKOTA LEADERSHIP PAC	NONE	lobby	unknown_abstract_pac	177400
C00841908	A PLEASANT PENINSULA PAC	NONE	lobby	unknown_abstract_pac	177100
C00343590	MECHANICAL CONTRACTORS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE (MCA-PAC)	real_estate	labor+real_estate	construction_contractor	177100
C00829119	BACPAC	NONE	lobby	unknown_abstract_pac	176600
C00575894	BLUE POWER PAC	lobby	labor+lobby	ideological_advocacy	176500
C00788596	LANKFORD YOUNG VICTORY COMMITTEE	NONE	lobby	leadership_or_party_pac	175426
C00726729	SOUTH JERSEY UNITED IN TRUST (SJUIT) PAC	NONE	defense+lobby	unknown_abstract_pac	175100
C00818542	FIELD OF DREAMS PAC	NONE	lobby	unknown_abstract_pac	175100
C00752790	JOBS AND THE ECONOMY PAC	NONE	lobby	unknown_abstract_pac	173000
C00824342	WAY BACK PAC	NONE	lobby	unknown_abstract_pac	172700
C00766774	MARJORIE TAYLOR GREENE'S PEOPLE OVER POLITICIANS COMMITTEE	NONE	lobby	leadership_or_party_pac	172520
C00877621	MAINTAINING AMERICAN COMPETITIVENESS PAC	NONE	lobby	unknown_abstract_pac	171299
C00657262	GO PAC GO	NONE	lobby	unknown_abstract_pac	171000
C00516526	ALLIANCE FOR AUTOMOTIVE INNOVATION POLITICAL ACTION COMMITTEE	manufacturing	transportation	auto_manufacturing	170794
C00524603	KEEP AMERICA ROLLING	NONE	transportation	unknown_abstract_pac	170600
C00374355	SHIPBUILDERS COUNCIL OF AMERICA PAC	defense	defense+real_estate	defense_contractor	167500
C00004101	NATIONAL UTILITY CONTRACTORS ASSOCIATION LEGISLATIVE INFORMATION AND ACTION COMMITTEE	real_estate	lobby+transportation	construction_contractor	167000
C00691634	ADVANCED DRAINAGE SYSTEMS, INC. PAC	manufacturing	agriculture+real_estate	industrial_manufacturing	166250
C00711747	THE GREENBRIER COMPANIES, INC. PAC (AKA GREENBRIER PAC)	manufacturing	transportation	industrial_manufacturing	165500
C00281717	AMERICAN TRAFFIC SAFETY SERVICES ASSOCIATION PAC	real_estate	transportation	construction_contractor	160000
C00841114	JUSTICE VICTORY COMMITTEE	NONE	legal+lobby	leadership_or_party_pac	153500
C00580894	VAIL RESORTS EMPLOYEE POLITICAL ACTION COMMITTEE	retail	real_estate+retail	hospitality_travel	153500
C00816728	MARQUIS MASTER SC, INC. PAC (MARQUIS PAC)	health	lobby+real_estate	health_provider	150400
C00368902	DAVID VOLKERT & ASSOCIATES, INC. POLITICAL ACTION COMMITTEE ('DVA/HC PAC')	real_estate	legal+real_estate	engineering_construction	142100
C00034355	PEOPLE PAC (PACCAR INC EMPLOYEES ORGANIZED FOR POLITICAL LEADERSHIP AND EDUCATION PAC)	manufacturing	transportation	auto_manufacturing	140000
C00491589	NATIONAL CREDITORS BAR ASSOCIATION PAC	legal	finance+legal	legal_trade_assoc	135500
C00213348	HOLCIM US EMPLOYEES PAC	manufacturing	pharma+real_estate	industrial_manufacturing	127900
C00629832	BUILDING OPPORTUNITIES FOR A STRONGER TOMORROW B.O.S.T. PAC	NONE	lobby+real_estate	leadership_or_party_pac	127500
C00764753	AHORA PAC	lobby	lobby+pharmaceutical	ideological_advocacy	124900
C00361253	FLORIDA TRANSPORTATION BUILDERS ASSOCIATION, INC. FEDERAL PAC	real_estate	real_estate+transportation	construction_contractor	122000
C00239947	CAESARS ENTERTAINMENT, INC. POLITICAL ACTION COMMITTEE	retail	real_estate	gaming_casino	121600
C00542514	VIGOR PAC	NONE	lobby+transportation	unknown_abstract_pac	117500
C00390963	ARDENT LEGACY HOLDINGS LLC GOOD GOVERNMENT FUND	health	finance+real_estate	health_provider	109100
C00399642	LAS VEGAS SANDS CORP. POLITICAL ACTION COMMITTEE (SANDS PAC)	retail	real_estate+retail	gaming_casino	107000
C00373910	GLOBAL BUSINESS TRAVEL ASSOCIATION PAC (BUSINESS TRAVEL PAC)	retail	transportation	hospitality_travel	107000
C00633818	OLD NORTH STATE PAC	NONE	lobby+transportation	unknown_abstract_pac	102000
C00764415	APL PAC	transportation	lobby+real_estate	maritime_shipping	98800
C00357608	CALIFORNIA WATER SERVICE GROUP POLITICAL ACTION COMMITTEE	NONE	real_estate	other_services	92600
C00200089	OWENS CORNING BETTER GOVERNMENT FUND	manufacturing	real_estate	industrial_manufacturing	91000
C00128975	CMHA BLOCK & PAVER PAC CONCRETE MASONRY AND HARDSCAPES VALLEY DRIVE	manufacturing	real_estate	industrial_manufacturing	83500
C00411769	QC HOLDINGS, INC. POLITICAL ACTION COMMITTEE	finance	pharma+real_estate	consumer_lending	79900
C00401034	BUILDING FOUNDATIONS & LANDMARK OPPORTUNITIES PAC (BFLO PAC)	NONE	real_estate	unknown_abstract_pac	76600
C00571570	INLAND EMPIRE LEADERSHIP PAC	NONE	real_estate	unknown_abstract_pac	74000
C00378950	SMOKE BEND ASSOCIATES LLC FEDERAL POLITICAL ACTION COMMITTEE	NONE	lobby+real_estate	unknown_abstract_pac	69082
C00906669	NESTPOINT PAC	NONE	real_estate	unknown_abstract_pac	68000
C00263731	RED ROCK RESORTS, INC. PAC	retail	real_estate+retail	gaming_casino	67500
C00172635	BASS BROTHERS ENTERPRISES INC. - POLITICAL ACTION COMMITTEE	oil_gas	real_estate	oil_gas_upstream	65000
C00156935	AMERICAN INTELLECTUAL PROPERTY LAW ASSOCIATION (AIPLA) PAC	legal	real_estate	legal_trade_assoc	62500
C00523613	DEXTER APACHE HOLDINGS INC PAC ('DEXTER APACHE PAC')	manufacturing	defense+real_estate	industrial_manufacturing	62000
C00214866	STV GROUP INC POLITICAL ACTION COMMITTEE	real_estate	real_estate+retail	engineering_construction	61100
C00630541	BLOCK BY BLOCK PAC	NONE	lobby+real_estate	unknown_abstract_pac	45000
C00428391	REPUBLIC SERVICES INC. EMPLOYEES FOR BETTER GOVT. PAC	NONE	real_estate+retail	other_services	44000
